ground_truth	text	text_id	3072	3073	3074	3076	3077	3079	3080	3081	3082	3083	3084	3085	3086	3087	3088	3089	3090	3091	3092	3093	3095	3096	3097	3098	3099	3100	3101	3102	3103	3104	3105	3106	3107	3108	3109	3110	3111	3112	3113	3115	3116	3118	3120	3124	3010	3011	3012	3013	3014	3016	3017	3018	3019	3020	3022	3023	3024	3025	3026	3027	3029	3030	3031	3032	3033	3034	3035	3036	3038	3039	3040	3041	3042	3043	3044	3045	3046	3047	3049	3050	3052	3053	3054	3055	3056	3057	3058	3059	3060	3061	3062	3063	3064	3065	3066	3067	3068	3069	3070	3071
MOSTLY FALSE	The Trump White House is considering resuming the use of 'negro' as a racial category.	1001	1	1	1	2	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	5	1	1	5	2	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	5	4	1	1	3	3	5	1	1	4	1	4	1	1	3	1	1	3	1	2
MOSTLY FALSE	Portugal doesn't have net neutrality regulations, and is an example of what happens without such laws; for example, a Portuguese telecommunications company, MEO, is parceling out access to specific broadband apps and content on a fee-for-service basis.	1003	5	5	4	3	4	4	3	2	5	4	5	3	5	5	5	5	3	3	3	5	4	5	3	4	3	1	5	5	3	3	3	4	2	5	2	4	1	4	5	5	3	5	4	5	4	3	5	2	3	1	5	5	4	2	4	5	3	3	2	1	5	3	5	2	5	5	4	4	5	2	4	4	4	5	4	3	1	3	3	4	3	3	3	1	3	2	4	5	5	4	4	2	2	3	4	2	5	4	4	2
MOSTLY FALSE	Taco Bell (or its owner) is the main financier of Alabama politician Roy Moore's Senate campaign.	1004	1	1	2	3	3	3	2	1	1	1	1	3	1	5	1	1	5	4	1	3	1	1	4	2	2	1	3	5	1	2	4	1	2	1	1	2	1	2	1	4	1	1	3	1	1	3	5	2	3	1	1	1	5	4	2	3	1	3	4	1	1	2	1	2	2	1	1	2	1	3	1	2	2	5	2	3	1	2	3	4	3	3	1	4	3	2	2	1	3	4	2	4	1	3	2	2	2	3	2	3
MOSTLY FALSE	As of August 2017, the Secret Service had run out of money for the year due to the demands of protecting President Trump and his family.	1008	1	5	2	2	3	2	4	4	3	3	5	1	5	4	1	4	1	4	1	1	5	1	4	2	4	1	1	5	2	4	4	5	2	1	4	2	1	1	1	5	4	4	1	5	5	5	5	1	2	1	1	1	5	5	1	3	5	2	4	1	5	1	1	4	2	2	5	1	5	2	1	4	1	1	5	4	5	3	1	4	4	2	2	1	2	5	1	2	5	4	3	2	1	4	3	3	5	4	1	3
MOSTLY FALSE	Queen Elizabeth contradicted London Mayor Sadiq Khan by 'refusing to retract' an invitation to Donald Trump to visit the UK.	1012	4	2	3	5	4	3	3	3	3	5	3	1	5	5	1	3	5	2	3	3	2	5	5	2	3	4	5	1	3	3	2	2	2	3	4	4	2	3	5	4	1	4	3	1	1	3	3	1	3	1	1	1	5	1	4	4	2	3	2	1	3	3	2	2	4	2	1	3	1	2	4	3	1	5	4	5	1	3	4	5	2	3	3	1	2	2	5	4	2	4	3	4	4	3	2	2	3	3	3	4
MOSTLY FALSE	Mitch McConnell said he would block the appointment of a special counsel to investigate Russian election interference	1014	3	1	4	3	4	2	2	4	5	1	5	1	5	4	5	5	5	1	1	3	4	5	1	5	2	3	5	5	2	4	5	5	2	5	4	2	2	5	1	5	4	5	3	2	1	3	5	2	1	3	1	1	4	1	5	2	3	4	3	1	2	2	5	4	2	3	2	1	5	3	2	1	1	5	5	3	5	4	2	4	3	4	5	1	3	2	2	1	4	4	3	4	2	3	5	4	2	2	4	3
MOSTLY FALSE	Green Card holders are being illegally registered to vote without their knowledge or consent in order to create legal grounds for their deportation.	1020	1	1	4	2	1	2	2	1	1	1	1	1	1	5	1	1	4	1	2	1	2	1	1	2	3	2	1	1	4	3	4	3	5	1	1	2	1	2	1	2	1	1	3	1	2	3	2	2	1	1	1	1	5	2	4	1	1	2	3	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	4	1	3	1	1	4	2	1	1	3	4	1	1	2	2	3	2	1	2	5	1	2	2	2	2
MOSTLY FALSE	President Donald Trump changed the constitution to read 'citizens' instead of 'persons.'	1024	1	1	4	5	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	2	1	3	1	3	3	4	1	4	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	4	1	5	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	5	1	1	1	1	2	1	3	1	2	2	1	1	1	3	1	1	4	1	4
MOSTLY FALSE	Pope Francis condemned Donald Trump for issuing a temporary travel ban in January 2017.	1025	5	5	2	5	5	5	4	5	5	5	5	5	5	4	5	5	5	4	4	5	4	5	5	5	2	5	5	5	3	5	5	5	2	5	5	5	4	4	5	5	5	5	4	3	5	3	5	3	5	5	2	4	4	5	4	5	4	4	2	1	5	5	5	4	5	4	4	4	5	2	5	5	1	5	5	4	5	4	1	5	4	5	5	4	4	3	4	5	5	5	2	5	4	4	5	3	5	4	5	3
MOSTLY FALSE	A video investigation showed that Planned Parenthood lies about providing prenatal care.	1028	2	1	1	5	1	1	1	4	1	1	1	5	1	4	1	3	4	1	1	1	4	1	1	2	2	1	5	1	2	3	3	3	4	5	1	4	1	4	5	1	5	1	2	1	1	1	1	4	1	3	1	1	4	1	2	1	1	3	4	1	1	1	5	2	2	2	1	4	1	3	2	5	2	5	4	4	5	4	5	4	3	5	1	1	3	3	5	1	1	4	3	4	1	1	5	1	2	3	1	3
FALSE	Tax reform plans proposed by House and Senate Republicans in November 2017 would remove the deduction for employee discounts.	1097	3	2	3	5	4	2	2	1	1	3	3	1	5	5	1	3	1	3	3	3	4	1	1	4	2	4	3	1	2	3	2	4	2	3	4	4	3	4	1	4	2	1	5	1	4	3	5	4	3	1	1	5	4	1	2	4	3	2	4	1	2	2	5	3	1	3	5	4	5	3	2	3	4	5	4	1	5	2	3	2	3	3	4	1	2	2	1	2	4	2	3	2	1	3	3	2	3	4	2	2
FALSE	Representative Frederica Wilson has never supported a bill intended to help military veterans.	1100	2	3	3	4	4	2	2	5	1	1	5	5	5	5	1	2	2	1	1	3	2	1	1	3	4	4	3	5	2	2	4	5	4	1	3	4	3	4	1	2	1	4	4	1	2	3	1	2	3	4	1	1	5	2	5	1	3	2	3	1	2	1	1	2	5	3	4	3	3	3	1	3	4	1	4	5	1	4	2	2	4	1	2	1	2	3	2	4	2	4	3	4	1	3	1	2	3	4	3	3
FALSE	The Trump International Hotel in Washington D.C. handed out flyers promoting an anti-CNN petition to guests at check-in.	1103	1	4	4	2	4	4	3	2	5	5	5	1	5	4	1	4	5	4	3	3	2	5	1	4	2	2	3	5	2	3	1	5	3	4	1	2	2	3	1	4	1	4	4	1	2	3	5	2	3	1	4	1	4	5	2	5	2	3	5	1	2	3	1	2	4	3	2	4	1	1	2	1	3	5	2	5	5	3	4	2	4	4	4	1	2	2	5	5	3	4	3	2	1	3	3	3	4	4	3	3
FALSE	There are currently 871 convicted felons playing for the NFL.	1105	1	2	1	1	2	1	2	1	4	1	2	1	1	4	1	1	5	1	1	1	2	1	1	2	2	3	1	1	3	1	4	4	2	2	1	2	1	1	1	1	2	2	3	1	2	3	1	4	2	3	1	1	4	4	5	1	1	2	3	1	2	1	1	2	1	3	4	1	3	4	1	1	4	3	1	2	2	1	4	1	2	1	1	2	3	2	1	3	5	2	4	1	1	3	4	2	2	1	1	1
FALSE	The actor Nora Kirkpatrick 'played' a victim as part of a fake terrorist bomb attack at Parsons Green in London.	1108	1	4	2	4	1	1	3	1	1	5	1	3	1	5	1	1	5	1	1	1	3	1	1	4	3	1	1	1	2	2	4	5	4	1	1	3	3	2	1	1	4	1	2	1	1	1	1	2	2	1	1	1	4	5	5	1	3	1	3	1	1	1	5	4	3	2	4	1	4	1	1	3	1	3	1	1	5	2	2	1	3	3	2	1	1	2	4	1	2	4	2	5	1	1	3	1	3	1	1	4
